feature_family	feature_id	modality	aggregation_level	n_observations	n_scoreable	n_datasets	n_patients	median_coverage	n_exact_pairs	n_support_only_pairs	paired_spearman	paired_diagnostic_status	replicate_profile_median_spearman	n_replicate_pairs	repeatability_status	technical_status	D2_class	D2_reason	modality_evidence_status	n_paired_bulk_evidence	perturbation_repeatability
mechanism_component	mechanism__apc_ifn_apm__hallmark_ifn_alpha	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__hallmark_ifn_gamma	bulkRNA	bulk_sample	24	24	1	24	0.98	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__apc_ifn_apm__hallmark_ifn_gamma	bulk_perturbation	perturbation_sample	24	24	1	1	0.995	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.9047619047619048
mechanism_component	mechanism__apc_ifn_apm__hallmark_ifn_gamma	scRNA	expression_unit	32821	32821	44	1106	0.99	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__apc_ifn_apm__hallmark_ifn_gamma	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__hallmark_ifn_gamma	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__hallmark_ifn_gamma	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	bulkRNA	bulk_sample	24	24	1	24	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.880952380952381	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	bulk_perturbation	perturbation_sample	24	24	1	1	0.8333333333333334	2.0	1.0		paired_descriptive_insufficient_n	0.880952380952381	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.880952380952381
mechanism_component	mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	scRNA	expression_unit	32821	32821	44	1106	0.9871794871794872	2.0	1.0		paired_descriptive_insufficient_n	0.880952380952381	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__reactome_ifn_alpha_beta	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__reactome_ifn_gamma	bulkRNA	bulk_sample	24	24	1	24	0.9693877551020408	2.0	1.0		paired_descriptive_insufficient_n	0.8571428571428572	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__apc_ifn_apm__reactome_ifn_gamma	bulk_perturbation	perturbation_sample	24	24	1	1	0.9489795918367347	2.0	1.0		paired_descriptive_insufficient_n	0.8571428571428572	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.8571428571428572
mechanism_component	mechanism__apc_ifn_apm__reactome_ifn_gamma	scRNA	expression_unit	32821	32821	44	1106	0.9591836734693877	2.0	1.0		paired_descriptive_insufficient_n	0.8571428571428572	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__apc_ifn_apm__reactome_ifn_gamma	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__reactome_ifn_gamma	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__reactome_ifn_gamma	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__reactome_mhc_i	bulkRNA	bulk_sample	24	24	1	24	0.9785522788203753	2.0	1.0		paired_descriptive_insufficient_n	0.6428571428571429	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__apc_ifn_apm__reactome_mhc_i	bulk_perturbation	perturbation_sample	24	24	1	1	0.9758713136729222	2.0	1.0		paired_descriptive_insufficient_n	0.6428571428571429	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.6428571428571429
mechanism_component	mechanism__apc_ifn_apm__reactome_mhc_i	scRNA	expression_unit	32821	32821	44	1106	0.9973190348525469	2.0	1.0		paired_descriptive_insufficient_n	0.6428571428571429	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__apc_ifn_apm__reactome_mhc_i	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__reactome_mhc_i	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__reactome_mhc_i	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__reactome_mhc_ii	bulkRNA	bulk_sample	24	24	1	24	0.9761904761904762	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__apc_ifn_apm__reactome_mhc_ii	bulk_perturbation	perturbation_sample	24	24	1	1	0.9285714285714286	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.9047619047619048
mechanism_component	mechanism__apc_ifn_apm__reactome_mhc_ii	scRNA	expression_unit	32821	32821	44	1106	0.9761904761904762	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__apc_ifn_apm__reactome_mhc_ii	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__reactome_mhc_ii	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__apc_ifn_apm__reactome_mhc_ii	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__caf_ecm__curated_stromal_tgfb	bulkRNA	bulk_sample	24	24	1	24	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.7619047619047621	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__caf_ecm__curated_stromal_tgfb	bulk_perturbation	perturbation_sample	24	24	1	1	0.875	2.0	1.0		paired_descriptive_insufficient_n	0.7619047619047621	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.7619047619047621
mechanism_component	mechanism__caf_ecm__curated_stromal_tgfb	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.7619047619047621	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__caf_ecm__curated_stromal_tgfb	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__caf_ecm__curated_stromal_tgfb	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__caf_ecm__curated_stromal_tgfb	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__caf_ecm__hallmark_emt	bulkRNA	bulk_sample	24	24	1	24	0.985	2.0	1.0		paired_descriptive_insufficient_n	0.8333333333333335	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__caf_ecm__hallmark_emt	bulk_perturbation	perturbation_sample	24	24	1	1	0.945	2.0	1.0		paired_descriptive_insufficient_n	0.8333333333333335	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.8333333333333335
mechanism_component	mechanism__caf_ecm__hallmark_emt	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.8333333333333335	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__caf_ecm__hallmark_emt	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__caf_ecm__hallmark_emt	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__caf_ecm__hallmark_emt	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__caf_ecm__reactome_ecm	bulkRNA	bulk_sample	24	24	1	24	0.9968847352024922	2.0	1.0		paired_descriptive_insufficient_n	0.880952380952381	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__caf_ecm__reactome_ecm	bulk_perturbation	perturbation_sample	24	24	1	1	0.9221183800623053	2.0	1.0		paired_descriptive_insufficient_n	0.880952380952381	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.880952380952381
mechanism_component	mechanism__caf_ecm__reactome_ecm	scRNA	expression_unit	32821	32821	44	1106	0.9968847352024922	2.0	1.0		paired_descriptive_insufficient_n	0.880952380952381	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__caf_ecm__reactome_ecm	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__caf_ecm__reactome_ecm	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__caf_ecm__reactome_ecm	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__cytotoxic_t_nk__curated_cytotoxicity	bulkRNA	bulk_sample	24	24	1	24	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9761904761904763	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__cytotoxic_t_nk__curated_cytotoxicity	bulk_perturbation	perturbation_sample	24	24	1	1	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9761904761904763	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.9761904761904763
mechanism_component	mechanism__cytotoxic_t_nk__curated_cytotoxicity	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9761904761904763	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	measurable	positive_study_family_outer_stability_with_technical_route_concordance_and_null_separation	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__cytotoxic_t_nk__curated_cytotoxicity	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__cytotoxic_t_nk__curated_cytotoxicity	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__cytotoxic_t_nk__curated_cytotoxicity	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__cytotoxic_t_nk__curated_nk_cytotoxicity	bulkRNA	bulk_sample	24	24	1	24	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9285714285714287	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__cytotoxic_t_nk__curated_nk_cytotoxicity	bulk_perturbation	perturbation_sample	24	24	1	1	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9285714285714287	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.9285714285714287
mechanism_component	mechanism__cytotoxic_t_nk__curated_nk_cytotoxicity	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9285714285714287	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	measurable	positive_study_family_outer_stability_with_technical_route_concordance_and_null_separation	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__cytotoxic_t_nk__curated_nk_cytotoxicity	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__cytotoxic_t_nk__curated_nk_cytotoxicity	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__cytotoxic_t_nk__curated_nk_cytotoxicity	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__cytotoxic_t_nk__hallmark_allograft_rejection	bulkRNA	bulk_sample	24	24	1	24	0.975	2.0	1.0		paired_descriptive_insufficient_n	0.880952380952381	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__cytotoxic_t_nk__hallmark_allograft_rejection	bulk_perturbation	perturbation_sample	24	24	1	1	0.965	2.0	1.0		paired_descriptive_insufficient_n	0.880952380952381	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.880952380952381
mechanism_component	mechanism__cytotoxic_t_nk__hallmark_allograft_rejection	scRNA	expression_unit	32821	32821	44	1106	0.98	2.0	1.0		paired_descriptive_insufficient_n	0.880952380952381	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__cytotoxic_t_nk__hallmark_allograft_rejection	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__cytotoxic_t_nk__hallmark_allograft_rejection	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__cytotoxic_t_nk__hallmark_allograft_rejection	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__exhaustion__curated_broad_exhaustion	bulkRNA	bulk_sample	24	24	1	24	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9285714285714287	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__exhaustion__curated_broad_exhaustion	bulk_perturbation	perturbation_sample	24	24	1	1	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9285714285714287	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.9285714285714287
mechanism_component	mechanism__exhaustion__curated_broad_exhaustion	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9285714285714287	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__exhaustion__curated_broad_exhaustion	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__exhaustion__curated_broad_exhaustion	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__exhaustion__curated_broad_exhaustion	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__exhaustion__sentinel_progenitor_exhaustion	bulkRNA	bulk_sample	24	24	1	24	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__exhaustion__sentinel_progenitor_exhaustion	bulk_perturbation	perturbation_sample	24	24	1	1	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.9047619047619048
mechanism_component	mechanism__exhaustion__sentinel_progenitor_exhaustion	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__exhaustion__sentinel_progenitor_exhaustion	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__exhaustion__sentinel_progenitor_exhaustion	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__exhaustion__sentinel_progenitor_exhaustion	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__exhaustion__sentinel_terminal_exhaustion	bulkRNA	bulk_sample	24	24	1	24	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9761904761904763	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__exhaustion__sentinel_terminal_exhaustion	bulk_perturbation	perturbation_sample	24	24	1	1	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9761904761904763	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.9761904761904763
mechanism_component	mechanism__exhaustion__sentinel_terminal_exhaustion	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9761904761904763	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__exhaustion__sentinel_terminal_exhaustion	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__exhaustion__sentinel_terminal_exhaustion	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__exhaustion__sentinel_terminal_exhaustion	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__hypoxia__curated_hypoxia	bulkRNA	bulk_sample	24	24	1	24	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__hypoxia__curated_hypoxia	bulk_perturbation	perturbation_sample	24	24	1	1	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.9047619047619048
mechanism_component	mechanism__hypoxia__curated_hypoxia	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__hypoxia__curated_hypoxia	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__hypoxia__curated_hypoxia	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__hypoxia__curated_hypoxia	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__hypoxia__hallmark_hypoxia	bulkRNA	bulk_sample	24	24	1	24	0.955	2.0	1.0		paired_descriptive_insufficient_n	0.9761904761904763	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
mechanism_component	mechanism__hypoxia__hallmark_hypoxia	bulk_perturbation	perturbation_sample	24	24	1	1	0.96	2.0	1.0		paired_descriptive_insufficient_n	0.9761904761904763	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	interface_only	interface_only_no_directional_validation	GSE193736_repeatability_does_not_supply_perturbation_or_response_direction	interface_only_no_directional_validation	0.0	0.9761904761904763
mechanism_component	mechanism__hypoxia__hallmark_hypoxia	scRNA	expression_unit	32821	32821	44	1106	1.0	2.0	1.0		paired_descriptive_insufficient_n	0.9761904761904763	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	valid	joint_representation_with_uncertainty	scoreable_but_stability_or_null_evidence_is_incomplete_or_overlapping	scRNA_D2_inherited	0.0	
mechanism_component	mechanism__hypoxia__hallmark_hypoxia	spatial	bin	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__hypoxia__hallmark_hypoxia	spatial	region	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__hypoxia__hallmark_hypoxia	spatial	spot	0	0	0	0									not_run	pending_stage3	NOT_RUN_PENDING_STAGE3			
mechanism_component	mechanism__neutrophil_tan_net__reactome_neutrophil_degranulation	bulkRNA	bulk_sample	24	24	1	24	0.9728033472803347	2.0	1.0		paired_descriptive_insufficient_n	0.9047619047619048	3.0	REPEATABILITY_COMPUTED_NO_DIRECTIONAL_CLAIM	descriptive_only	paired_descriptive_insufficient_n	GSE207422_exact_pairs_are_response_blind_and_insufficient_for_directional_validation	paired_descriptive_insufficient_n	2.0	
