duplicate_group_id	member_type	member_id	relation_type	evidence_grade	resolution	leakage_group_id	source_project	claim_impact
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-187-0327__006::GSE140228_smartseq2::NP9-188-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-188-0327__006::GSE140228_smartseq2::NP9-189-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-189-0327__006::GSE140228_smartseq2::NP9-19-0322	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-19-0322__006::GSE140228_smartseq2::NP9-19-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-19-0327__006::GSE140228_smartseq2::NP9-19-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-19-20171109__006::GSE140228_smartseq2::NP9-190-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-190-0327__006::GSE140228_smartseq2::NP9-191-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-191-0327__006::GSE140228_smartseq2::NP9-192-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-192-0327__006::GSE140228_smartseq2::NP9-193-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-193-0327__006::GSE140228_smartseq2::NP9-2-0322	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-2-0322__006::GSE140228_smartseq2::NP9-2-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-2-20171109__006::GSE140228_smartseq2::NP9-20-0322	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-20-0322__006::GSE140228_smartseq2::NP9-20-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-20-0327__006::GSE140228_smartseq2::NP9-202-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-202-0327__006::GSE140228_smartseq2::NP9-204-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-204-0327__006::GSE140228_smartseq2::NP9-205-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-205-0327__006::GSE140228_smartseq2::NP9-205-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-205-20171109__006::GSE140228_smartseq2::NP9-206-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-206-0327__006::GSE140228_smartseq2::NP9-206-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-206-20171109__006::GSE140228_smartseq2::NP9-207-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-207-0327__006::GSE140228_smartseq2::NP9-207-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-207-20171109__006::GSE140228_smartseq2::NP9-208-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-208-0327__006::GSE140228_smartseq2::NP9-208-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-208-20171109__006::GSE140228_smartseq2::NP9-209-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-209-0327__006::GSE140228_smartseq2::NP9-209-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-209-20171109__006::GSE140228_smartseq2::NP9-21-0322	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-21-0322__006::GSE140228_smartseq2::NP9-21-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-21-0327__006::GSE140228_smartseq2::NP9-21-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-21-20171109__006::GSE140228_smartseq2::NP9-210-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-210-0327__006::GSE140228_smartseq2::NP9-210-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-210-20171109__006::GSE140228_smartseq2::NP9-211-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-211-0327__006::GSE140228_smartseq2::NP9-212-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-212-0327__006::GSE140228_smartseq2::NP9-212-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-212-20171109__006::GSE140228_smartseq2::NP9-213-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-213-0327__006::GSE140228_smartseq2::NP9-213-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-213-20171109__006::GSE140228_smartseq2::NP9-214-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-214-20171109__006::GSE140228_smartseq2::NP9-215-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-215-0327__006::GSE140228_smartseq2::NP9-216-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-216-0327__006::GSE140228_smartseq2::NP9-217-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-217-0327__006::GSE140228_smartseq2::NP9-218-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-218-0327__006::GSE140228_smartseq2::NP9-219-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-219-0327__006::GSE140228_smartseq2::NP9-219-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-219-20171109__006::GSE140228_smartseq2::NP9-22-0322	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-22-0322__006::GSE140228_smartseq2::NP9-22-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-22-0327__006::GSE140228_smartseq2::NP9-22-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-22-20171109__006::GSE140228_smartseq2::NP9-220-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-220-0327__006::GSE140228_smartseq2::NP9-220-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-220-20171109__006::GSE140228_smartseq2::NP9-221-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-221-0327__006::GSE140228_smartseq2::NP9-221-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-221-20171109__006::GSE140228_smartseq2::NP9-222-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-222-0327__006::GSE140228_smartseq2::NP9-223-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-223-0327__006::GSE140228_smartseq2::NP9-223-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-223-20171109__006::GSE140228_smartseq2::NP9-224-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-224-0327__006::GSE140228_smartseq2::NP9-227-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-227-0327__006::GSE140228_smartseq2::NP9-228-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-228-0327__006::GSE140228_smartseq2::NP9-229-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-229-0327__006::GSE140228_smartseq2::NP9-229-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-229-20171109__006::GSE140228_smartseq2::NP9-23-0322	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-23-0322__006::GSE140228_smartseq2::NP9-23-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-23-0327__006::GSE140228_smartseq2::NP9-23-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-23-20171109__006::GSE140228_smartseq2::NP9-230-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-230-0327__006::GSE140228_smartseq2::NP9-230-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-230-20171109__006::GSE140228_smartseq2::NP9-231-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-231-20171109__006::GSE140228_smartseq2::NP9-232-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-232-0327__006::GSE140228_smartseq2::NP9-232-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-232-20171109__006::GSE140228_smartseq2::NP9-233-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-233-0327__006::GSE140228_smartseq2::NP9-233-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-233-20171109__006::GSE140228_smartseq2::NP9-234-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-234-0327__006::GSE140228_smartseq2::NP9-234-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-234-20171109__006::GSE140228_smartseq2::NP9-235-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-235-20171109__006::GSE140228_smartseq2::NP9-236-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-236-0327__006::GSE140228_smartseq2::NP9-236-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-236-20171109__006::GSE140228_smartseq2::NP9-237-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-237-0327__006::GSE140228_smartseq2::NP9-237-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-237-20171109__006::GSE140228_smartseq2::NP9-238-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-238-0327__006::GSE140228_smartseq2::NP9-238-20171109	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	sample_pair	006::GSE140228_smartseq2::NP9-238-20171109__006::GSE140228_smartseq2::NP9-239-0327	same_patient_nested_observations	E3_explicit_master	retain_samples_group_patient	006::GSE140228_smartseq2::patient::GSE140228_smartseq2::unknown	/home/huyudi/006	cannot_count_as_independent_patient_or_cross_split
