physical_unit_id	source_id	dataset_id	opaque_patient_id	technical_eligibility	technical_reasons	technical_row_hash
ATLAS::atlas_s2_row_0030	013_ATLAS_TABLE_S2	atlas_s2::kirc::1713c35ce741	atlas_s2::kirc::1713c35ce741::PATIENT::aa739096d7bfa0dc	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	5946fddc2656ee50ba70322e3fd2fa22e37a44acfee6da1f6cc7fcf049258565
ATLAS::atlas_s2_row_0023	013_ATLAS_TABLE_S2	atlas_s2::kirc::1713c35ce741	atlas_s2::kirc::1713c35ce741::PATIENT::b4e45db75b402e9d	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	34866642138aa71eb3c4c881dbb726c87356ba91829351c9b2d8ddf66420718c
ATLAS::atlas_s2_row_0025	013_ATLAS_TABLE_S2	atlas_s2::kirc::1713c35ce741	atlas_s2::kirc::1713c35ce741::PATIENT::bfc0d6f54dbb7609	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	57d16ddb4bd41f5465568fb5a2aaefa8061cf7c9a8352f63cae3a24325d17554
ATLAS::atlas_s2_row_0024	013_ATLAS_TABLE_S2	atlas_s2::kirc::1713c35ce741	atlas_s2::kirc::1713c35ce741::PATIENT::c58008cc15d655ec	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	9edbd563144c24c099a607bda3574542badd46abc9db57ec99431c2da45d9a34
ATLAS::atlas_s2_row_0020	013_ATLAS_TABLE_S2	atlas_s2::kirc::1713c35ce741	atlas_s2::kirc::1713c35ce741::PATIENT::e27f2ec270c4ecd2	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	401e52303b32f552df8b5d8bf251a9dc15dd80732f9391485e30875b828cec7c
ATLAS::atlas_s2_row_0031	013_ATLAS_TABLE_S2	atlas_s2::kirc::1713c35ce741	atlas_s2::kirc::1713c35ce741::PATIENT::ecc487085ecfb494	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	c45b008ccd451e524c0167b33f8a9aeecfe1ff237b4719a4ddf77c0bc148fa35
ATLAS::atlas_s2_row_0037	013_ATLAS_TABLE_S2	atlas_s2::kirc::1713c35ce741	atlas_s2::kirc::1713c35ce741::PATIENT::f15f8ab10a7fa7cc	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	47780ae3568dc58bd41154d7974bac11b4a6da08b25577c2d58c1e042385d76b
ATLAS::atlas_s2_row_0016	013_ATLAS_TABLE_S2	atlas_s2::kirc::1713c35ce741	atlas_s2::kirc::1713c35ce741::PATIENT::f750926d6cfbc420	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a3d2468dfb214d7236f0a843cedf5227faadbd49c630afafc8bb005b6e3410a3
ATLAS::atlas_s2_row_0033	013_ATLAS_TABLE_S2	atlas_s2::kirc::1713c35ce741	atlas_s2::kirc::1713c35ce741::PATIENT::faa2ad95638a492a	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a429e7381bc7bdcb97523e10882587e139b05839df99512ba45c6b1ec67627cb
ATLAS::atlas_s2_row_0034	013_ATLAS_TABLE_S2	atlas_s2::kirc::1713c35ce741	atlas_s2::kirc::1713c35ce741::PATIENT::fd480fa5825d35df	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	f7854c3ac3cb77bf10776d38610d5d1543d424c8c54e5bb8550fd550a0d7dfcf
ATLAS::atlas_s2_row_0039	013_ATLAS_TABLE_S2	atlas_s2::kirc::f8da3f2751d7	atlas_s2::kirc::f8da3f2751d7::PATIENT::d7f5cc4ad0b4c913	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	6fc4857c29fa9a8d74835d4e8e327de0c3a59059371b46381df8039b6a41dd83
ATLAS::atlas_s2_row_0038	013_ATLAS_TABLE_S2	atlas_s2::kirc::f8da3f2751d7	atlas_s2::kirc::f8da3f2751d7::PATIENT::df9e4274e318a44a	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	de3e5ad19479b3df811eadd339520e4323b13fed41f763624fdf2efa5211d795
ATLAS::atlas_s2_row_0305	013_ATLAS_TABLE_S2	atlas_s2::lihc::311520ad8153	atlas_s2::lihc::311520ad8153::PATIENT::062539aaf8605038	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	18576929cf64040823942c3c1ac0398ecea0a1a1fc677eea03410dc63c96be98
ATLAS::atlas_s2_row_0307	013_ATLAS_TABLE_S2	atlas_s2::lihc::311520ad8153	atlas_s2::lihc::311520ad8153::PATIENT::38af59ce942a6eac	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	656dfa9552567a914a16aad59c7d94c2e27edd6850a7876acf3f56d655564330
ATLAS::atlas_s2_row_0304	013_ATLAS_TABLE_S2	atlas_s2::lihc::311520ad8153	atlas_s2::lihc::311520ad8153::PATIENT::3ad0d4b6f72c7771	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	3df1199fe23e074490f212608166ddca325b78e6e176c6171bab8907cf150a81
ATLAS::atlas_s2_row_0306	013_ATLAS_TABLE_S2	atlas_s2::lihc::311520ad8153	atlas_s2::lihc::311520ad8153::PATIENT::e5b1c615cd9096f2	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	c743886edf7ac6a0fe41d2104c222df28c0a4b75ae411b3412c520e43ade1309
ATLAS::atlas_s2_row_0296	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::52f6d1cf14a8536b	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a5dfda3cf51ed736b765379bbb5e78c2fafa0633227ef9321b43047266d1e5f5
ATLAS::atlas_s2_row_0297	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::52f6d1cf14a8536b	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	31e02fcef426e57de4f62ed9ab065428bf38d0a73a1b1204212c016bb7b0c52f
ATLAS::atlas_s2_row_0298	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::52f6d1cf14a8536b	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b0f9e4e54b251a865fef9390bac20d3a8e18101d18252b14cb072d2dd47cbf9a
ATLAS::atlas_s2_row_0283	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::86fb1f4f4782f93a	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	3cb8b46ac7f17c31c505d5a12da4eefaafbaed8168df14e35e6483853567be38
ATLAS::atlas_s2_row_0284	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::86fb1f4f4782f93a	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	9321b04b3bb460e02e13e03b1e34fb0648aaac244be763b5f213fe0bf9fc385d
ATLAS::atlas_s2_row_0285	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::86fb1f4f4782f93a	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b949c81d76d61b3187ee1a5a9b2bca5dd89f21b86511e976bd841b4ac4a2824b
ATLAS::atlas_s2_row_0286	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::a716e611b817a626	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	04d9fa8cd40902427c00443ff66d418a582ff6e1918646e555ef57f2a9220f40
ATLAS::atlas_s2_row_0287	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::a716e611b817a626	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	fe9edb66142ee99106c397759021ee75c117f3d8301c955803bc52b7c2c2f07e
ATLAS::atlas_s2_row_0288	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::a716e611b817a626	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	01c259ad3e4e9101ac82b92ffe8aecc0dbb24cb22db2719ef3d49e6ef2cdf883
ATLAS::atlas_s2_row_0293	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::afd6a2a46ca602e0	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	ea8a483a5b4e400cfe4f053b198d87d495b87e13b46e416a68da5148d2170224
ATLAS::atlas_s2_row_0294	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::afd6a2a46ca602e0	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	9bdd8894fcea4645830d25cbec9000ad77bc480ac4f1688eccaf73bbb2e53a15
ATLAS::atlas_s2_row_0295	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::afd6a2a46ca602e0	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	1260a6738a2351adf72f75a871aa001586c05c076f4679776a256569a6376151
ATLAS::atlas_s2_row_0303	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::b6e457d04186df9b	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	41e19fc4a0cd53d124c35f89ffb1ed90dcdde06a74868cba397bd6e9752397c8
ATLAS::atlas_s2_row_0299	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::d2f515ae05b2cbc7	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	fad26b1bad6701c9853fb3fe3d44137c952034c61536f39590926167f1691c82
ATLAS::atlas_s2_row_0300	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::d2f515ae05b2cbc7	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	d8dda05e4c3086345e648e287979c1669357bd950c0a080bd708afe7b8816df5
ATLAS::atlas_s2_row_0301	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::d2f515ae05b2cbc7	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	99b59c9ed8285893627944ec0c1e679b795c7b2aa23915d831a25d9be88c0593
ATLAS::atlas_s2_row_0302	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::d2f515ae05b2cbc7	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a6ce40050a07eee61fd226877f4d38a5b60c40bf6137687fa50678b578a8d3ce
ATLAS::atlas_s2_row_0289	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::d368ae0e6e7f84b5	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	5c5cc92711f66c4419bd020764f0bfce4e7e21461fd0ce891c1b077c5524a9a8
ATLAS::atlas_s2_row_0290	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::d368ae0e6e7f84b5	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b364e036cc45fd5fac6280c485c46b58ad5b429701588e0d73b498faf90f0c2e
ATLAS::atlas_s2_row_0291	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::d368ae0e6e7f84b5	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	82bae6918af5908cb78f776b98fceed7dc10c4ed6d2867979350054936e57db8
ATLAS::atlas_s2_row_0292	013_ATLAS_TABLE_S2	atlas_s2::lihc::c8b7b348f860	atlas_s2::lihc::c8b7b348f860::PATIENT::d368ae0e6e7f84b5	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	1791f2cb47446c41008a21d89282c7b5f7033ba292bb82e628369f78a6d54de5
ATLAS::atlas_s2_row_0010	013_ATLAS_TABLE_S2	atlas_s2::luad::36411acf705f	atlas_s2::luad::36411acf705f::PATIENT::2b3e1e122bd31891	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	1368c4731b572a21b2607e22d15f0aba39999444524a03efeeb5a33ae567b3a8
ATLAS::atlas_s2_row_0009	013_ATLAS_TABLE_S2	atlas_s2::luad::36411acf705f	atlas_s2::luad::36411acf705f::PATIENT::dcfd942030c9406b	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	bbd510279062507c672ab40d970822f3b2925a0ff8b5a6b630811c3f77dd04be
ATLAS::atlas_s2_row_0004	013_ATLAS_TABLE_S2	atlas_s2::luad::486f932752d0	atlas_s2::luad::486f932752d0::PATIENT::8a44832492f72b8f	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a61f1903dd1bddeec8b351b3633379c7599e37bb0ae9db75188da81c7bc532e0
ATLAS::atlas_s2_row_0005	013_ATLAS_TABLE_S2	atlas_s2::luad::486f932752d0	atlas_s2::luad::486f932752d0::PATIENT::8a44832492f72b8f	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a2ff7cc67742897ebb323a69ace78a8fc654a791780ebf5bcdda4e680bd5c933
ATLAS::atlas_s2_row_0006	013_ATLAS_TABLE_S2	atlas_s2::luad::486f932752d0	atlas_s2::luad::486f932752d0::PATIENT::8a44832492f72b8f	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	766dcadab7ea40ca8605588c1e6dbaf256f75404ec1abeb2a4643ade5e74ed3d
ATLAS::atlas_s2_row_0007	013_ATLAS_TABLE_S2	atlas_s2::luad::486f932752d0	atlas_s2::luad::486f932752d0::PATIENT::8a44832492f72b8f	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	98bffff7dc54ff22a66e240e15a07ee7a5de9c42c72844851006250486307bf9
ATLAS::atlas_s2_row_0008	013_ATLAS_TABLE_S2	atlas_s2::luad::486f932752d0	atlas_s2::luad::486f932752d0::PATIENT::cb200263d2c1e9b4	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a108683eae9657b9dde33e3267056cfe8b83d001f83077640124074b35565daf
ATLAS::atlas_s2_row_0013	013_ATLAS_TABLE_S2	atlas_s2::luad::76470063af9e	atlas_s2::luad::76470063af9e::PATIENT::180f1e1dc9468a5c	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	374f4ec09d3a4cf911b592d2284c37bc458c52805201d6b13287c509f976b4c2
ATLAS::atlas_s2_row_0012	013_ATLAS_TABLE_S2	atlas_s2::luad::76470063af9e	atlas_s2::luad::76470063af9e::PATIENT::901b0beac1526c2b	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	ee2b665830cb5f60adf49570ce6693875326c81ab794fb0cb3fe452a501fb03e
ATLAS::atlas_s2_row_0011	013_ATLAS_TABLE_S2	atlas_s2::luad::76470063af9e	atlas_s2::luad::76470063af9e::PATIENT::ac48ca309d9916a5	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	3b43ae22e3c86efd39305efaf6191e4d0d76490c7e719ac9500faa0485370061
ATLAS::atlas_s2_row_0119	013_ATLAS_TABLE_S2	atlas_s2::oscc::847eaaa6916f	atlas_s2::oscc::847eaaa6916f::PATIENT::2ec71467ebf9e2cf	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	af13a374d0d085e100a7b4b9fbce017b9d4b6cf0c6c6d9c48b443f60c61c0c5c
ATLAS::atlas_s2_row_0122	013_ATLAS_TABLE_S2	atlas_s2::oscc::847eaaa6916f	atlas_s2::oscc::847eaaa6916f::PATIENT::35779f4c2d5c94d1	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	78f50685c6c58ca43149088592b3f7cf2be3b31594950c6197a242ee145a0a8c
ATLAS::atlas_s2_row_0120	013_ATLAS_TABLE_S2	atlas_s2::oscc::847eaaa6916f	atlas_s2::oscc::847eaaa6916f::PATIENT::3ec0247715c1d486	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	bddce0f0e51bc0092ef6ed9b1fc00c3307f66f4d9f7e640b8a089af2145df2e7
ATLAS::atlas_s2_row_0127	013_ATLAS_TABLE_S2	atlas_s2::oscc::847eaaa6916f	atlas_s2::oscc::847eaaa6916f::PATIENT::514481dd48918c7c	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	7e2e2bba181478cf0a0c22116b9e6733db7ee5c07ce2804b293fdda50ae95041
ATLAS::atlas_s2_row_0125	013_ATLAS_TABLE_S2	atlas_s2::oscc::847eaaa6916f	atlas_s2::oscc::847eaaa6916f::PATIENT::9a407f1b2da14b6a	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	9cea9d599d2e20bc22f62da0c4408a867235864ce0677dfe5601dde96e9d77e3
ATLAS::atlas_s2_row_0126	013_ATLAS_TABLE_S2	atlas_s2::oscc::847eaaa6916f	atlas_s2::oscc::847eaaa6916f::PATIENT::9a407f1b2da14b6a	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b6f1a7b7df69428e161e42998e91d3ed8ef78dd090a6030e07747f71a56a4c39
ATLAS::atlas_s2_row_0128	013_ATLAS_TABLE_S2	atlas_s2::oscc::847eaaa6916f	atlas_s2::oscc::847eaaa6916f::PATIENT::a14e1dd03ddacdb3	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	885a67b758e03375944b773b96bbca0431675c423c9033df87c06f4e4a46c9de
ATLAS::atlas_s2_row_0117	013_ATLAS_TABLE_S2	atlas_s2::oscc::847eaaa6916f	atlas_s2::oscc::847eaaa6916f::PATIENT::a5f660f1095b8496	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	e0361e7c27cb5327378e287d19f8857d0b940482d28e21a44dfc4db852388d31
ATLAS::atlas_s2_row_0121	013_ATLAS_TABLE_S2	atlas_s2::oscc::847eaaa6916f	atlas_s2::oscc::847eaaa6916f::PATIENT::b0c639f068dc18cc	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	39f57714625b84c6d83797dcc11cefa34d9e61b6591aedab5e1a3f11a3586466
ATLAS::atlas_s2_row_0123	013_ATLAS_TABLE_S2	atlas_s2::oscc::847eaaa6916f	atlas_s2::oscc::847eaaa6916f::PATIENT::b7e9d11d86883bc3	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	1395a4b2c501e9877bc70351b7054d3f8623b0d289f65c80f48741d3f4599551
ATLAS::atlas_s2_row_0124	013_ATLAS_TABLE_S2	atlas_s2::oscc::847eaaa6916f	atlas_s2::oscc::847eaaa6916f::PATIENT::b7e9d11d86883bc3	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a22940c41718ccf6fa9e1dd1315e0d1135f36db891e2d93266d1437c5a40bbdd
ATLAS::atlas_s2_row_0118	013_ATLAS_TABLE_S2	atlas_s2::oscc::847eaaa6916f	atlas_s2::oscc::847eaaa6916f::PATIENT::c6b00cb80580cfb3	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	cd9b6b67080ea2a7574ce824bf058aeefac57ab261cff5b06f516b98ca7b7011
ATLAS::atlas_s2_row_0269	013_ATLAS_TABLE_S2	atlas_s2::ovca::1096a62ee6fb	atlas_s2::ovca::1096a62ee6fb::PATIENT::215489bff975a418	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	8a2f58e5d0f61e787362e7d66766a02f311fc0e48e226e042ca04758e4a33ca2
ATLAS::atlas_s2_row_0266	013_ATLAS_TABLE_S2	atlas_s2::ovca::1096a62ee6fb	atlas_s2::ovca::1096a62ee6fb::PATIENT::216d73e9339870b4	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	51838f3998830c9c972a1037c0d9cbce06ae30aa179f5dec774c0431edf3d638
ATLAS::atlas_s2_row_0272	013_ATLAS_TABLE_S2	atlas_s2::ovca::1096a62ee6fb	atlas_s2::ovca::1096a62ee6fb::PATIENT::2fd9b302df81110b	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	53f9e467597f1e95304be591409ec588ebad421ce3af1391f0626bf44a5abfcf
ATLAS::atlas_s2_row_0267	013_ATLAS_TABLE_S2	atlas_s2::ovca::1096a62ee6fb	atlas_s2::ovca::1096a62ee6fb::PATIENT::3540d19aaa9b319c	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	eb164bdd5bdc3d9a16cfa70edf8cfb2ac8d2513af07396a324c7fa52c7cfaa1c
ATLAS::atlas_s2_row_0271	013_ATLAS_TABLE_S2	atlas_s2::ovca::1096a62ee6fb	atlas_s2::ovca::1096a62ee6fb::PATIENT::36aca10ac5969595	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a6e766fc15db60668eb7766c2ea360bc45efa22e555916aa8b0bb4da6f13bb86
ATLAS::atlas_s2_row_0270	013_ATLAS_TABLE_S2	atlas_s2::ovca::1096a62ee6fb	atlas_s2::ovca::1096a62ee6fb::PATIENT::8dcf9a5ac343ffcd	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	53818290dfddbfc1cda8543f404e553b47d9b867684503634c89888e8cacb093
ATLAS::atlas_s2_row_0265	013_ATLAS_TABLE_S2	atlas_s2::ovca::1096a62ee6fb	atlas_s2::ovca::1096a62ee6fb::PATIENT::b48ca401a4c4c306	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	c153c152b4faf5282c1f0025092598b481869e5d27cf17fbf9f234f2916c024f
ATLAS::atlas_s2_row_0268	013_ATLAS_TABLE_S2	atlas_s2::ovca::1096a62ee6fb	atlas_s2::ovca::1096a62ee6fb::PATIENT::f89f21e81a4c8eb6	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	2dac15c27b5b5224367fda5189a0ad9cfc01ae5c01c5cfea717551c74fd72bed
ATLAS::atlas_s2_row_0273	013_ATLAS_TABLE_S2	atlas_s2::ovca::1fb05a50a277	atlas_s2::ovca::1fb05a50a277::PATIENT::111ea5cc880ce4fb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	cc4efeb1671eb7104db37a656720742a89cc7f60018db4b040e89899aa0162fa
ATLAS::atlas_s2_row_0274	013_ATLAS_TABLE_S2	atlas_s2::ovca::1fb05a50a277	atlas_s2::ovca::1fb05a50a277::PATIENT::111ea5cc880ce4fb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	0c17a9d7b9d2b013115fa6744b5be20cd5f7bf50b7b6736f947668c4a31f94e9
ATLAS::atlas_s2_row_0275	013_ATLAS_TABLE_S2	atlas_s2::ovca::1fb05a50a277	atlas_s2::ovca::1fb05a50a277::PATIENT::111ea5cc880ce4fb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	c59d55898ff77fd076558d86eb1c8a0f287a481b58a2bec780a77c4271280ce7
ATLAS::atlas_s2_row_0276	013_ATLAS_TABLE_S2	atlas_s2::ovca::1fb05a50a277	atlas_s2::ovca::1fb05a50a277::PATIENT::111ea5cc880ce4fb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	34f593f041843578ad407038860c58e7f51cb13dd874711af60e0c76ec5f9ae0
ATLAS::atlas_s2_row_0277	013_ATLAS_TABLE_S2	atlas_s2::ovca::1fb05a50a277	atlas_s2::ovca::1fb05a50a277::PATIENT::111ea5cc880ce4fb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	0e3d02d2ddd915a6840146f6d2aca6b1f72159c0b951f48a75fda07e721cd4a2
ATLAS::atlas_s2_row_0278	013_ATLAS_TABLE_S2	atlas_s2::ovca::1fb05a50a277	atlas_s2::ovca::1fb05a50a277::PATIENT::111ea5cc880ce4fb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	ed30bd0d724f9b9d9fb207b5449af7f3fd00c64596f49eba74e7c40b36f55e12
ATLAS::atlas_s2_row_0279	013_ATLAS_TABLE_S2	atlas_s2::ovca::1fb05a50a277	atlas_s2::ovca::1fb05a50a277::PATIENT::111ea5cc880ce4fb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b80c2b84caac90e5d7d2df34812c677a6128c92485f8a40b3316471350dd2918
ATLAS::atlas_s2_row_0280	013_ATLAS_TABLE_S2	atlas_s2::ovca::1fb05a50a277	atlas_s2::ovca::1fb05a50a277::PATIENT::111ea5cc880ce4fb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	68cf9e58b535494b92cbbc5a33930ceebc3f744baa52ed38703cd9db1f15c1d1
ATLAS::atlas_s2_row_0282	013_ATLAS_TABLE_S2	atlas_s2::ovca::2fefa22ca3e9	atlas_s2::ovca::2fefa22ca3e9::PATIENT::07e68c9e21ee4d17	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	ee4bf09de6cb62456817091546e2a56bb4bd37a3574c35bccab783aaedd1f3be
ATLAS::atlas_s2_row_0281	013_ATLAS_TABLE_S2	atlas_s2::ovca::2fefa22ca3e9	atlas_s2::ovca::2fefa22ca3e9::PATIENT::36b5424927108ef3	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	019d6885c0d264b9e311ba0b4b90837890e4eae80b115e4ce7440f53510b7559
ATLAS::atlas_s2_row_0264	013_ATLAS_TABLE_S2	atlas_s2::ovca::9aec1e08324f	atlas_s2::ovca::9aec1e08324f::PATIENT::9d9dd04e587b608f	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	88f19ea954653f77b212e1f15e51709bcc45dfd60e5d07d99dfd5ab5cbc50ee0
ATLAS::atlas_s2_row_0263	013_ATLAS_TABLE_S2	atlas_s2::ovca::9aec1e08324f	atlas_s2::ovca::9aec1e08324f::PATIENT::d0e98beb501d049f	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	cbcb98e66c743dd48e44b39524c8c3e71c61099fad59d7b64945dc55a5deab2c
ATLAS::atlas_s2_row_0143	013_ATLAS_TABLE_S2	atlas_s2::paad::25fc49fa3903	atlas_s2::paad::25fc49fa3903::PATIENT::01a8193df2c0c997	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	68bc6e8cf3323ba424c49c543a38e48d23a6207db9af95c76cd11d645ca1ef3b
ATLAS::atlas_s2_row_0146	013_ATLAS_TABLE_S2	atlas_s2::paad::25fc49fa3903	atlas_s2::paad::25fc49fa3903::PATIENT::11751361fa4136a1	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	d292d3e21367a793014c0b8ee1686d06e1dd8e79d9a11a1f8c260450ab3f2c25
ATLAS::atlas_s2_row_0147	013_ATLAS_TABLE_S2	atlas_s2::paad::25fc49fa3903	atlas_s2::paad::25fc49fa3903::PATIENT::13402e8169abec85	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	82d03fb1e1f2149354535ca5b751d73f5560c474983c880b78e89fc6e0b8b61a
ATLAS::atlas_s2_row_0145	013_ATLAS_TABLE_S2	atlas_s2::paad::25fc49fa3903	atlas_s2::paad::25fc49fa3903::PATIENT::62f4082a77e03e40	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	d1dcec5e1eca29ee4564a173d335b1e23f69eb24453f9f87655c2b0c4a819082
